timestamp,open,high,low,close,volume,open_interest
2025-05-28 09:15:00+05:30,1920.20,1929.90,1920.20,1925.30,428090,0
2025-05-28 09:16:00+05:30,1925.30,1933.50,1925.30,1929.90,84437,0
2025-05-28 09:17:00+05:30,1929.90,1930.40,1926.30,1929.60,51629,0
2025-05-28 09:18:00+05:30,1929.50,1933.50,1928.00,1930.70,50075,0
2025-05-28 09:19:00+05:30,1930.80,1932.40,1929.00,1930.10,31584,0
2025-05-28 09:20:00+05:30,1930.10,1934.50,1930.10,1933.60,69862,0
2025-05-28 09:21:00+05:30,1933.60,1934.40,1931.30,1931.80,17379,0
2025-05-28 09:22:00+05:30,1931.80,1933.30,1930.00,1931.00,28718,0
2025-05-28 09:23:00+05:30,1930.40,1930.90,1926.40,1926.60,19244,0
2025-05-28 09:24:00+05:30,1926.40,1928.60,1925.30,1926.20,28323,0
2025-05-28 09:25:00+05:30,1926.20,1926.20,1924.50,1925.20,31839,0
2025-05-28 09:26:00+05:30,1925.20,1927.80,1925.20,1926.60,21206,0
2025-05-28 09:27:00+05:30,1926.60,1927.40,1924.20,1924.20,32494,0
2025-05-28 09:28:00+05:30,1924.20,1924.50,1922.10,1923.70,76233,0
2025-05-28 09:29:00+05:30,1923.40,1925.20,1922.00,1923.40,33023,0
2025-05-28 09:30:00+05:30,1923.00,1925.50,1922.90,1923.40,25315,0
2025-05-28 09:31:00+05:30,1923.40,1924.50,1923.00,1923.00,19930,0
2025-05-28 09:32:00+05:30,1923.10,1925.50,1923.10,1924.50,15943,0
2025-05-28 09:33:00+05:30,1924.40,1924.80,1921.20,1921.90,48008,0
2025-05-28 09:34:00+05:30,1921.90,1924.30,1921.80,1922.80,51785,0
2025-05-28 09:35:00+05:30,1922.80,1924.90,1922.00,1923.70,24880,0
2025-05-28 09:36:00+05:30,1923.90,1925.70,1923.50,1924.10,35232,0
2025-05-28 09:37:00+05:30,1924.30,1924.40,1920.00,1920.60,42973,0
2025-05-28 09:38:00+05:30,1920.60,1922.40,1920.40,1922.40,23435,0
2025-05-28 09:39:00+05:30,1922.40,1924.50,1922.10,1923.50,16757,0
2025-05-28 09:40:00+05:30,1923.80,1926.00,1923.60,1924.50,26407,0
