timestamp,open,high,low,close,volume,open_interest
2025-05-28 09:15:00+05:30,12414.00,12415.00,12350.00,12395.00,3666,0
2025-05-28 09:16:00+05:30,12396.00,12402.00,12368.00,12387.00,1405,0
2025-05-28 09:17:00+05:30,12386.00,12388.00,12377.00,12385.00,948,0
2025-05-28 09:18:00+05:30,12388.00,12395.00,12385.00,12390.00,543,0
2025-05-28 09:19:00+05:30,12395.00,12410.00,12388.00,12391.00,772,0
2025-05-28 09:20:00+05:30,12391.00,12408.00,12391.00,12406.00,420,0
2025-05-28 09:21:00+05:30,12406.00,12406.00,12398.00,12400.00,682,0
2025-05-28 09:22:00+05:30,12398.00,12400.00,12385.00,12385.00,446,0
2025-05-28 09:23:00+05:30,12388.00,12388.00,12369.00,12370.00,764,0
2025-05-28 09:24:00+05:30,12371.00,12374.00,12366.00,12373.00,832,0
2025-05-28 09:25:00+05:30,12368.00,12373.00,12362.00,12364.00,541,0
2025-05-28 09:26:00+05:30,12363.00,12372.00,12363.00,12368.00,520,0
2025-05-28 09:27:00+05:30,12369.00,12372.00,12362.00,12363.00,741,0
2025-05-28 09:28:00+05:30,12363.00,12366.00,12363.00,12365.00,340,0
2025-05-28 09:29:00+05:30,12365.00,12366.00,12357.00,12358.00,423,0
2025-05-28 09:30:00+05:30,12359.00,12359.00,12341.00,12346.00,1532,0
2025-05-28 09:31:00+05:30,12342.00,12348.00,12342.00,12347.00,398,0
2025-05-28 09:32:00+05:30,12342.00,12344.00,12331.00,12337.00,890,0
2025-05-28 09:33:00+05:30,12337.00,12348.00,12330.00,12330.00,1360,0
2025-05-28 09:34:00+05:30,12333.00,12333.00,12325.00,12329.00,545,0
2025-05-28 09:35:00+05:30,12329.00,12339.00,12325.00,12339.00,654,0
2025-05-28 09:36:00+05:30,12337.00,12346.00,12335.00,12339.00,215,0
2025-05-28 09:37:00+05:30,12338.00,12357.00,12325.00,12346.00,1902,0
2025-05-28 09:38:00+05:30,12346.00,12352.00,12341.00,12345.00,388,0
2025-05-28 09:39:00+05:30,12344.00,12352.00,12344.00,12346.00,640,0
2025-05-28 09:40:00+05:30,12347.00,12348.00,12340.00,12343.00,310,0
2025-05-28 09:41:00+05:30,12344.00,12345.00,12342.00,12344.00,182,0
2025-05-28 09:42:00+05:30,12344.00,12350.00,12335.00,12340.00,996,0
2025-05-28 09:43:00+05:30,12340.00,12341.00,12333.00,12339.00,328,0
2025-05-28 09:44:00+05:30,12339.00,12352.00,12338.00,12352.00,807,0
2025-05-28 09:45:00+05:30,12351.00,12351.00,12343.00,12345.00,303,0
2025-05-28 09:46:00+05:30,12345.00,12350.00,12344.00,12350.00,301,0
2025-05-28 09:47:00+05:30,12348.00,12351.00,12347.00,12350.00,194,0
2025-05-28 09:48:00+05:30,12347.00,12350.00,12343.00,12347.00,102,0
2025-05-28 09:49:00+05:30,12347.00,12351.00,12345.00,12350.00,232,0
2025-05-28 09:50:00+05:30,12350.00,12350.00,12346.00,12350.00,94,0
2025-05-28 09:51:00+05:30,12350.00,12351.00,12342.00,12344.00,159,0
2025-05-28 09:52:00+05:30,12344.00,12345.00,12332.00,12335.00,515,0
2025-05-28 09:53:00+05:30,12335.00,12345.00,12335.00,12339.00,423,0
2025-05-28 09:54:00+05:30,12339.00,12345.00,12334.00,12343.00,139,0
2025-05-28 09:55:00+05:30,12343.00,12345.00,12333.00,12333.00,584,0
2025-05-28 09:56:00+05:30,12333.00,12339.00,12330.00,12336.00,437,0
2025-05-28 09:57:00+05:30,12335.00,12348.00,12334.00,12345.00,202,0
2025-05-28 09:58:00+05:30,12347.00,12360.00,12343.00,12352.00,388,0
2025-05-28 09:59:00+05:30,12349.00,12354.00,12347.00,12353.00,98,0
2025-05-28 10:00:00+05:30,12353.00,12353.00,12336.00,12336.00,377,0
2025-05-28 10:01:00+05:30,12337.00,12340.00,12332.00,12335.00,207,0
2025-05-28 10:02:00+05:30,12336.00,12341.00,12333.00,12341.00,220,0
2025-05-28 10:03:00+05:30,12341.00,12341.00,12333.00,12334.00,173,0
2025-05-28 10:04:00+05:30,12334.00,12345.00,12334.00,12345.00,130,0
2025-05-28 10:05:00+05:30,12343.00,12346.00,12340.00,12343.00,169,0
2025-05-28 10:06:00+05:30,12343.00,12343.00,12333.00,12333.00,188,0
2025-05-28 10:07:00+05:30,12336.00,12337.00,12331.00,12333.00,123,0
2025-05-28 10:08:00+05:30,12333.00,12345.00,12333.00,12343.00,109,0
2025-05-28 10:09:00+05:30,12340.00,12343.00,12340.00,12343.00,63,0
2025-05-28 10:10:00+05:30,12340.00,12343.00,12334.00,12335.00,340,0
2025-05-28 10:11:00+05:30,12340.00,12340.00,12334.00,12338.00,38,0
2025-05-28 10:12:00+05:30,12338.00,12340.00,12334.00,12338.00,539,0
2025-05-28 10:13:00+05:30,12338.00,12350.00,12338.00,12341.00,538,0
2025-05-28 10:14:00+05:30,12340.00,12340.00,12333.00,12340.00,333,0
2025-05-28 10:15:00+05:30,12340.00,12340.00,12331.00,12332.00,639,0
2025-05-28 10:16:00+05:30,12332.00,12340.00,12332.00,12339.00,74,0
2025-05-28 10:17:00+05:30,12339.00,12350.00,12336.00,12347.00,396,0
2025-05-28 10:18:00+05:30,12350.00,12352.00,12347.00,12350.00,252,0
2025-05-28 10:19:00+05:30,12350.00,12355.00,12350.00,12350.00,97,0
2025-05-28 10:20:00+05:30,12355.00,12355.00,12350.00,12354.00,86,0
2025-05-28 10:21:00+05:30,12354.00,12368.00,12354.00,12360.00,1902,0
2025-05-28 10:22:00+05:30,12363.00,12378.00,12363.00,12375.00,2814,0
2025-05-28 10:23:00+05:30,12375.00,12377.00,12375.00,12375.00,198,0
2025-05-28 10:24:00+05:30,12376.00,12380.00,12375.00,12375.00,220,0
2025-05-28 10:25:00+05:30,12376.00,12377.00,12351.00,12351.00,1038,0
2025-05-28 10:26:00+05:30,12351.00,12354.00,12350.00,12351.00,186,0
2025-05-28 10:27:00+05:30,12351.00,12354.00,12351.00,12351.00,42,0
2025-05-28 10:28:00+05:30,12351.00,12354.00,12350.00,12350.00,296,0
2025-05-28 10:29:00+05:30,12350.00,12350.00,12350.00,12350.00,6,0
2025-05-28 10:30:00+05:30,12350.00,12353.00,12346.00,12350.00,343,0
2025-05-28 10:31:00+05:30,12352.00,12352.00,12347.00,12350.00,136,0
2025-05-28 10:32:00+05:30,12352.00,12352.00,12350.00,12350.00,52,0
2025-05-28 10:33:00+05:30,12350.00,12352.00,12348.00,12350.00,64,0
2025-05-28 10:34:00+05:30,12351.00,12355.00,12350.00,12352.00,107,0
2025-05-28 10:35:00+05:30,12354.00,12355.00,12350.00,12350.00,157,0
2025-05-28 10:36:00+05:30,12350.00,12352.00,12349.00,12350.00,89,0
2025-05-28 10:37:00+05:30,12350.00,12350.00,12349.00,12350.00,41,0
2025-05-28 10:38:00+05:30,12352.00,12353.00,12350.00,12353.00,98,0
2025-05-28 10:39:00+05:30,12353.00,12359.00,12346.00,12350.00,615,0
2025-05-28 10:40:00+05:30,12352.00,12357.00,12349.00,12350.00,281,0
2025-05-28 10:41:00+05:30,12350.00,12353.00,12346.00,12350.00,124,0
2025-05-28 10:42:00+05:30,12350.00,12351.00,12346.00,12351.00,149,0
2025-05-28 10:43:00+05:30,12350.00,12353.00,12350.00,12350.00,92,0
2025-05-28 10:44:00+05:30,12350.00,12352.00,12349.00,12350.00,223,0
2025-05-28 10:45:00+05:30,12350.00,12353.00,12348.00,12350.00,77,0
2025-05-28 10:46:00+05:30,12353.00,12353.00,12349.00,12351.00,76,0
2025-05-28 10:47:00+05:30,12350.00,12362.00,12350.00,12352.00,229,0
2025-05-28 10:48:00+05:30,12352.00,12364.00,12352.00,12354.00,128,0
2025-05-28 10:49:00+05:30,12357.00,12358.00,12352.00,12354.00,51,0
2025-05-28 10:50:00+05:30,12354.00,12354.00,12352.00,12352.00,114,0
2025-05-28 10:51:00+05:30,12353.00,12359.00,12352.00,12354.00,194,0
2025-05-28 10:52:00+05:30,12355.00,12361.00,12354.00,12361.00,81,0
2025-05-28 10:53:00+05:30,12358.00,12366.00,12358.00,12363.00,309,0
2025-05-28 10:54:00+05:30,12361.00,12369.00,12360.00,12365.00,304,0
2025-05-28 10:55:00+05:30,12369.00,12369.00,12365.00,12365.00,98,0
2025-05-28 10:56:00+05:30,12365.00,12367.00,12365.00,12365.00,148,0
2025-05-28 10:57:00+05:30,12365.00,12366.00,12365.00,12365.00,185,0
2025-05-28 10:58:00+05:30,12366.00,12366.00,12365.00,12365.00,163,0
2025-05-28 10:59:00+05:30,12366.00,12368.00,12365.00,12366.00,52,0
